Hole_ID,Mo,Nb,Zr,Sr,Rb,Th,Pb,Ars,Ta,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Sc,Ca,K,S,Ba,Cs,Ag,Nb_Zr,V_Zr,Ti_Zr,Sc_Zr,Sr_Zr,Ta_Zr,Ca_Zr,K_Zr,Rb_Zr,Mn_Zr,Cs_Zr,Zn_Zr,Fe_Zr,Ni_Zr,Co_Zr,Cu_Zr,L1_Niton,L2_Niton,Ox_Niton,Au_Total,MagSus,Au,Au_Tails,Solid_L1,Recovery
940841,2,0,181,325,79,9,7,306,0,49,35,116,163,39590,721,302,118,2925,45,8961,20452,1993,594,173,5,0,0.65,16,0.25,1.8,0,49.5,113,0.44,3.98,1,0.27,219,0.64,0.9,0.19,S4,fr,Fr,0.918,0.16,0.739,0.179,S4,0.757780785
940843,2,0,163,352,88,11,7,126,0,48,52,119,163,48608,845,353,71,3042,45,9217,22398,2576,766,300,5,0,0.44,19,0.28,2.16,0,56.6,137,0.54,5.18,2,0.29,298,0.73,1,0.32,S4,fr,Fr,0.357,0.14,0.248,0.109,S4,0.560483871
940844,2,0,154,290,70,8,7,85,0,65,41,104,163,45730,823,305,125,2573,45,8680,17386,2590,640,218,5,0,0.81,17,0.29,1.88,0,56.4,113,0.45,5.34,1,0.42,297,0.68,1.06,0.27,S4,fr,Fr,0.334,0.12,0.235,0.099,S4,0.578723404
940846,2,0,166,341,65,10,18,450,0,46,66,122,163,47574,831,503,117,2749,45,10252,17857,3834,706,213,5,0,0.7,17,0.27,2.05,0,61.8,108,0.39,5.01,1,0.28,287,0.73,0.98,0.4,S4,fr,Fr,1.063,0.28,0.703,0.36,S4,0.487908962
940847,2,0,145,251,86,4,16,827,0,49,47,135,163,48508,749,461,138,2858,45,8076,23084,4990,904,242,5,0,0.95,20,0.31,1.73,0,55.7,159,0.59,5.17,2,0.34,335,0.93,1.12,0.32,S4,fr,Fr,0.556,0.26,0.307,0.249,S4,0.188925081
940848,2,0,158,285,79,4,16,285,0,44,46,102,163,44924,802,489,112,2557,45,8603,18613,2675,693,174,5,0,0.71,16,0.28,1.8,0,54.5,118,0.5,5.08,1,0.28,284,0.65,1.03,0.29,S4,fr,Fr,0.555,0.08,0.348,0.207,S4,0.405172414
940850,2,0,126,311,69,4,17,2850,0,44,16,107,163,36716,842,296,111,2773,45,11146,16313,4239,515,178,5,0,0.88,22,0.36,2.47,0,88.5,129,0.55,6.68,1,0.35,291,0.85,1.29,0.13,S4,fr,Fr,0.511,0.16,0.342,0.169,S4,0.505847953
940851,2,0,152,275,95,9,19,168,0,47,61,93,163,48315,874,225,89,3265,45,9276,20048,3616,624,180,5,0,0.59,21,0.3,1.81,0,61,132,0.63,5.75,1,0.31,318,0.61,1.07,0.4,S4,fr,Fr,0.46,0.22,0.32,0.14,S4,0.5625
940853,2,0,178,236,94,4,17,148,0,54,55,104,163,32380,618,239,121,3130,45,7658,24593,3541,745,268,5,0,0.68,18,0.25,1.33,0,43,138,0.53,3.47,2,0.3,182,0.58,0.92,0.31,S4,fr,Fr,0.287,0.16,0.237,0.05,S4,0.789029536
940855,2,0,182,231,78,4,7,431,0,45,40,98,163,32455,559,306,106,3005,45,7371,21042,3233,598,218,5,0,0.58,17,0.25,1.27,0,40.5,116,0.43,3.07,1,0.25,178,0.54,0.9,0.22,S4,fr,Fr,0.179,0.16,0.136,0.043,S4,0.683823529
940856,2,0,172,246,82,4,7,136,0,42,49,102,163,37718,671,206,123,3048,45,7870,21508,3938,653,164,5,0,0.72,18,0.26,1.43,0,45.8,125,0.48,3.9,1,0.24,219,0.59,0.95,0.28,S4,fr,Fr,0.19,0.88,0.145,0.045,S4,0.689655172
1109445,2,0,178,349,59,4,7,521,0,60,61,118,163,38573,562,158,886,2968,45,8121,14855,7985,509,18,5,0,4.98,17,0.25,1.96,0,45.6,83,0.33,3.16,0,0.34,217,0.66,0.92,0.34,S4,fr,Fr,1.06,0.12,0.49,0.57,S4,-0.163265306
1109446,2,0,178,349,59,4,7,521,0,60,61,118,163,38573,562,158,886,2968,45,8121,14855,7985,509,18,5,0,4.98,17,0.25,1.96,0,45.6,83,0.33,3.16,0,0.34,217,0.66,0.92,0.34,S4,fr,Fr,0.247,0.18,0.198,0.049,S4,0.752525253
1109447,2,0,178,349,59,4,7,521,0,60,61,118,163,38573,562,158,886,2968,45,8121,14855,7985,509,18,5,0,4.98,17,0.25,1.96,0,45.6,83,0.33,3.16,0,0.34,217,0.66,0.92,0.34,S4,fr,Fr,0.176,0.1,0.133,0.043,S4,0.676691729
940869,2,0,164,225,55,4,7,28,0,48,39,118,163,39987,672,256,115,3095,45,8900,16787,1545,455,187,5,0,0.7,19,0.27,1.37,0,54.3,102,0.34,4.1,1,0.29,244,0.72,0.99,0.24,S4,fr,Fr,0.152,0.22,0.113,0.039,S4,0.654867257
940871,2,0,188,306,76,8,14,136,0,58,16,103,163,41018,692,295,103,3372,45,10291,18409,3189,521,215,5,0,0.55,18,0.24,1.63,0,54.7,98,0.4,3.68,1,0.31,218,0.55,0.87,0.09,S4,fr,Fr,0.151,0.61,0.112,0.039,S4,0.651785714
940873,2,0,204,377,85,4,7,186,0,55,42,103,163,39646,754,237,94,3174,45,12617,17632,2130,489,262,5,0,0.46,16,0.22,1.85,0,61.9,86,0.42,3.7,1,0.27,194,0.5,0.8,0.21,S4,fr,Fr,0.337,0.88,0.267,0.07,S4,0.737827715
940875,2,0,209,346,82,10,7,1860,0,61,16,138,163,37905,793,291,106,3165,45,12199,18220,3342,525,301,5,0,0.51,15,0.22,1.66,0,58.4,87,0.39,3.79,1,0.29,181,0.66,0.78,0.08,S4,fr,Fr,0.179,0.02,0.136,0.043,S4,0.683823529
940876,2,0,185,272,92,4,7,1171,0,60,16,94,163,37119,738,255,130,3053,45,9678,24598,4434,811,251,5,0,0.7,17,0.24,1.47,0,52.3,133,0.5,3.99,1,0.32,201,0.51,0.88,0.09,S4,fr,Fr,0.214,0.26,0.166,0.048,S4,0.710843373
940880,2,0,200,300,85,4,7,411,0,66,45,26,163,37509,785,242,78,2137,45,9104,15499,3085,541,96,5,0,0.39,11,0.23,1.5,0,45.5,78,0.43,3.93,0,0.33,188,0.13,0.82,0.23,S4,fr,Fr,0.229,0.12,0.179,0.05,S4,0.720670391
940881,2,0,195,400,80,8,15,304,0,49,41,91,163,32746,688,197,96,2946,104,15018,18436,2708,682,166,5,0,0.49,15,0.53,2.05,0,77,95,0.41,3.53,1,0.25,168,0.47,0.84,0.21,S4,fr,Fr,0.599,0.12,0.399,0.2,S4,0.498746867
940882,2,0,203,372,79,9,7,450,0,47,44,118,163,31697,714,369,88,2984,45,12233,20056,3425,803,215,5,0,0.43,15,0.22,1.83,0,60.3,99,0.39,3.52,1,0.23,156,0.58,0.8,0.22,S3,fr,Fr,1.118,0.12,0.778,0.34,S4,0.562982005
940883,2,0,183,462,49,4,7,1696,0,49,16,94,163,23230,477,132,107,2695,45,10848,13494,3650,840,232,5,0,0.58,15,0.25,2.52,0,59.3,74,0.27,2.61,1,0.27,127,0.51,0.89,0.09,S3,fr,Fr,0.228,0.26,0.165,0.063,S4,0.618181818
940884,2,0,136,647,69,4,7,758,0,40,16,92,163,25796,581,308,79,2121,136,21341,16388,1861,771,224,5,0,0.58,16,1,4.76,0,156.9,121,0.51,4.27,2,0.29,190,0.68,1.2,0.12,S3,fr,Fr,1.421,0.16,1.053,0.368,S4,0.650522317
940886,2,0,159,341,93,8,7,194,0,55,59,132,163,44949,954,334,145,3245,45,12494,23298,4331,1114,310,5,0,0.91,20,0.28,2.14,0,78.6,147,0.58,6,2,0.35,283,0.83,1.03,0.37,S4,fr,Fr,1.55,0.22,1.061,0.489,S4,0.539114043
940890,2,0,186,246,75,4,7,37,0,42,42,118,163,39529,845,221,112,3511,92,13839,20456,3008,470,208,5,0,0.6,19,0.49,1.32,0,74.4,110,0.4,4.54,1,0.23,213,0.63,0.88,0.23,S4,fr,Fr,0.848,0.1,0.459,0.389,S4,0.152505447
940892,2,0,169,365,65,4,7,66,0,50,42,112,163,40219,856,95,130,2985,99,11889,19208,1634,625,275,5,0,0.77,18,0.59,2.16,0,70.4,114,0.38,5.07,2,0.3,238,0.66,0.96,0.25,S4,fr,Fr,0.247,0.2,0.194,0.053,S4,0.726804124
940893,2,0,192,398,107,9,7,179,0,54,74,117,163,44745,869,166,150,3499,45,9402,25243,2991,747,243,5,0,0.78,18,0.23,2.07,0,49,131,0.56,4.53,1,0.28,233,0.61,0.85,0.39,S4,fr,Fr,0.16,0.3,0.12,0.04,S4,0.666666667
940894,2,0,162,564,74,9,15,4886,0,58,36,124,163,27939,536,141,110,3031,45,12522,19024,2405,762,229,5,0,0.68,19,0.28,3.48,0,77.3,117,0.46,3.31,1,0.36,172,0.77,1.01,0.22,S3,fr,Fr,0.52,0.51,0.301,0.219,S4,0.272425249
940899,2,0,178,601,58,4,7,5386,0,56,16,67,163,33501,778,262,107,3088,122,13467,12781,2639,456,86,5,0,0.6,17,0.69,3.38,0,75.7,72,0.33,4.37,0,0.31,188,0.38,0.92,0.09,S4,fr,Fr,0.602,1.14,0.24,0.362,S4,-0.508333333
940900,2,0,142,554,59,10,7,7270,0,63,16,85,163,32814,643,280,117,3067,45,9581,14150,2797,557,133,5,0,0.82,22,0.32,3.9,0,67.5,100,0.42,4.53,1,0.44,231,0.6,1.15,0.11,S4,fr,Fr,0.502,0.28,0.232,0.27,S4,-0.163793103
940901,2,0,143,412,68,4,7,6950,0,47,46,89,163,37209,602,265,130,2991,45,8599,17487,3815,718,133,5,0,0.91,21,0.31,2.88,0,60.1,122,0.48,4.21,1,0.33,260,0.62,1.14,0.32,S4,fr,Fr,1.635,0.92,1.086,0.549,S4,0.494475138
940903,2,0,222,764,45,11,22,3337,0,52,16,61,163,20044,410,17,83,2645,111,14536,12510,2126,1158,233,5,0,0.37,12,0.5,3.44,0,65.5,56,0.2,1.85,1,0.23,90,0.27,0.73,0.07,S3,fr,Fr,0.38,0.63,0.241,0.139,S4,0.423236515
940905,2,0,222,764,45,11,22,3337,0,52,16,61,163,20044,410,17,83,2645,111,14536,12510,2126,1158,233,5,0,0.37,12,0.5,3.44,0,65.5,56,0.2,1.85,1,0.23,90,0.27,0.73,0.07,S3,fr,Fr,0.252,0.14,0.185,0.067,S4,0.637837838
940906,2,0,170,809,46,12,19,5030,0,54,41,85,163,40446,606,97,89,2765,141,15377,13129,2926,862,153,5,0,0.52,16,0.83,4.76,0,90.5,77,0.27,3.56,1,0.32,238,0.5,0.96,0.24,S3,fr,Fr,0.664,0.57,0.335,0.329,S4,0.017910448
940907,2,0,201,829,47,14,7,2790,0,49,43,73,163,35157,583,17,88,2945,147,19067,13422,1949,932,170,5,0,0.44,15,0.73,4.12,0,94.9,67,0.23,2.9,1,0.24,175,0.36,0.81,0.21,S3,fr,Fr,0.98,0.61,0.545,0.435,S4,0.201834862
940910,2,0,189,599,58,10,14,3930,0,49,55,101,163,46542,694,205,112,3241,113,18203,15103,2192,857,193,5,0,0.59,17,0.6,3.17,0,96.3,80,0.31,3.67,1,0.26,246,0.53,0.86,0.29,S3,fr,Fr,0.678,0.04,0.339,0.339,S4,0
940915,2,0,176,465,62,4,7,2262,0,53,38,119,163,43130,580,271,117,3086,104,12884,16559,3006,686,165,5,0,0.66,18,0.59,2.64,0,73.2,94,0.35,3.3,1,0.3,245,0.68,0.93,0.22,S4,fr,Fr,2.862,0.06,1.83,1.032,S4,0.436065574
940916,2,0,164,244,70,11,7,593,0,36,56,123,163,40360,460,240,116,3107,45,9781,20748,2447,714,229,5,0,0.71,19,0.27,1.49,0,59.6,127,0.43,2.8,1,0.22,246,0.75,0.99,0.34,S4,fr,Fr,0.431,0.14,0.262,0.169,S4,0.354961832
940917,2,0,268,731,68,15,15,1099,0,59,16,88,163,35987,564,65,110,3892,116,17358,18938,1751,913,171,5,0,0.41,15,0.43,2.73,0,64.8,71,0.25,2.1,1,0.22,134,0.33,0.61,0.06,S4,fr,Fr,0.572,0.14,0.363,0.209,S4,0.424242424
940919,2,0,256,876,46,14,7,532,0,46,40,83,163,28261,427,17,85,3454,129,16863,10912,1996,942,141,5,0,0.33,13,0.5,3.42,0,65.9,43,0.18,1.67,1,0.18,110,0.32,0.64,0.16,S3,fr,Fr,0.217,0.14,0.156,0.061,S4,0.608974359
940920,2,0,175,535,65,4,7,181,0,45,40,76,163,37070,587,128,115,2872,114,17966,15489,2756,625,108,5,0,0.66,16,0.65,3.06,0,102.7,89,0.37,3.35,1,0.26,212,0.43,0.93,0.23,S3,fr,Fr,0.246,0.12,0.243,0.003,S4,0.987654321
940924,2,0,193,514,61,4,7,155,0,43,42,90,163,42238,928,323,118,2960,112,15449,15093,1998,674,222,5,0,0.61,15,0.58,2.66,0,80.1,78,0.32,4.81,1,0.22,219,0.47,0.84,0.22,S4,fr,Fr,0.371,0.3,0.252,0.119,S4,0.527777778
940925,2,0,177,523,65,4,7,75,0,38,52,92,163,42266,636,237,125,2943,94,12157,15691,2047,845,184,5,0,0.71,17,0.53,2.95,0,68.7,89,0.37,3.59,1,0.21,239,0.52,0.92,0.29,S4,fr,Fr,0.26,0.82,0.2,0.06,S4,0.7
940930,2,0,153,290,97,4,7,4354,0,57,53,141,163,60486,838,224,171,3355,45,9348,25670,1320,924,18,5,0,1.12,22,0.29,1.9,0,61.1,168,0.63,5.48,0,0.37,395,0.92,1.07,0.35,S4,fr,Fr,0.587,0.18,0.329,0.258,S4,0.215805471
940943,2,0,287,119,58,4,15,228,0,30,46,80,163,34055,750,294,90,3412,45,3573,13622,349,627,149,5,0,0.31,12,0.16,0.41,0,12.5,47,0.2,2.61,1,0.1,119,0.28,0.57,0.16,R,c,R,0.611,0,0.479,0.132,R,0.724425887
940947,2,0,138,448,95,4,7,150,0,46,43,74,163,26584,587,408,90,2265,45,6435,16426,349,826,230,5,0,0.65,16,0.33,3.25,0,46.6,119,0.69,4.25,2,0.33,193,0.54,1.18,0.31,I2,sp,Ox,0.509,0.08,0.329,0.18,I2,0.452887538
940948,2,0,140,433,92,4,16,204,0,49,39,89,163,26201,474,426,72,2392,45,6662,16254,349,843,136,5,0,0.51,17,0.32,3.09,0,47.6,116,0.66,3.39,1,0.35,187,0.64,1.16,0.28,I2,sp,Ox,0.15,0.08,0.127,0.023,I2,0.818897638
940949,2,0,147,296,110,4,7,471,0,43,37,137,163,32809,595,646,75,2411,45,6416,17785,349,871,210,5,0,0.51,16,0.31,2.01,0,43.7,121,0.75,4.05,1,0.29,223,0.93,1.11,0.25,I2,sp,Ox,0.173,0.06,0.148,0.025,I2,0.831081081
940950,2,0,130,185,119,4,17,228,0,54,16,134,163,33945,752,525,76,2361,45,4011,17826,349,1017,171,5,0,0.58,18,0.35,1.42,0,30.9,137,0.92,5.78,1,0.42,261,1.03,1.25,0.12,I2,sp,Ox,0.156,0.1,0.133,0.023,I2,0.827067669
940951,2,0,88,59,62,4,7,192,0,24,16,76,163,24661,522,349,80,2112,45,2175,17333,349,510,137,5,0,0.91,24,0.51,0.67,0,24.7,197,0.7,5.93,2,0.27,280,0.86,1.85,0.18,I2,sp,Ox,0.278,0.06,0.208,0.07,I2,0.663461538
940953,2,0,181,182,109,11,7,719,0,54,49,102,163,48699,1381,330,127,2876,45,4739,15301,349,747,161,5,0,0.7,16,0.25,1.01,0,26.2,85,0.6,7.63,1,0.3,269,0.56,0.9,0.27,I2,sp,Ox,0.131,0.23,0.11,0.021,I2,0.809090909
940969,2,0,220,594,74,12,7,3745,0,56,43,164,163,50954,1107,600,134,3073,45,14084,15717,995,628,208,5,0,0.61,14,0.2,2.7,0,64,71,0.34,5.03,1,0.25,232,0.75,0.74,0.2,S4,sr,Tr,0.498,0.1,0.359,0.139,S4,0.61281337
940970,2,0,203,601,80,15,7,4780,0,42,16,182,163,47226,999,596,105,3152,136,15211,17949,1306,658,229,5,0,0.52,16,0.67,2.96,0,74.9,88,0.39,4.92,1,0.21,233,0.9,0.8,0.08,S4,fr,Fr,0.183,0.13,0.127,0.056,S4,0.559055118
940971,2,0,171,708,78,9,18,6132,0,58,16,130,163,44614,864,464,139,2938,142,16811,17981,349,714,210,5,0,0.81,17,0.83,4.14,0,98.3,105,0.46,5.05,1,0.34,261,0.76,0.95,0.09,S4,fr,Fr,3.168,0.11,2.283,0.885,S4,0.612352168
940973,2,0,211,703,65,17,19,2460,0,61,45,119,163,42909,830,431,129,2888,127,17514,15799,2277,770,236,5,0,0.61,14,0.6,3.33,0,83,75,0.31,3.93,1,0.29,203,0.56,0.77,0.21,S4,fr,Fr,0.178,0.14,0.135,0.043,S4,0.681481481
940974,2,0,197,729,67,11,22,149,0,47,44,78,163,35809,743,331,130,3055,45,12894,14594,2321,908,267,5,0,0.66,16,0.23,3.7,0,65.5,74,0.34,3.77,1,0.24,182,0.4,0.83,0.22,S4,fr,Fr,0.542,0.14,0.494,0.048,S4,0.902834008
940975,2,0,192,601,75,12,20,1958,0,57,59,130,163,39691,738,369,133,3274,45,13529,16132,1879,761,209,5,0,0.69,17,0.23,3.13,0,70.5,84,0.39,3.84,1,0.3,207,0.68,0.85,0.31,S4,fr,Fr,2.593,0.12,1.809,0.784,S4,0.566611388
940976,2,0,229,357,50,15,7,1139,0,65,32,133,163,54143,1046,689,142,3546,126,11743,10435,349,431,168,5,0,0.62,15,0.55,1.56,0,51.3,46,0.22,4.57,1,0.28,236,0.58,0.71,0.14,S4,fr,Fr,0.212,0.18,0.164,0.048,S4,0.707317073
940977,2,0,166,384,66,4,7,390,0,42,60,116,163,37315,656,343,129,3048,45,9646,18356,1898,815,245,5,0,0.78,18,0.27,2.31,0,58.1,111,0.4,3.95,1,0.25,225,0.7,0.98,0.36,S4,fr,Fr,0.903,0.16,0.735,0.168,S4,0.771428571
940978,2,0,181,377,55,4,7,299,0,50,41,99,163,40942,797,401,138,2766,102,9711,14275,1722,532,207,5,0,0.76,15,0.56,2.08,0,53.7,79,0.3,4.4,1,0.28,226,0.55,0.9,0.23,S4,fr,Fr,0.892,0.14,0.4,0.492,S4,-0.23
940980,2,0,151,245,46,4,7,306,0,40,45,63,163,33225,630,318,92,2408,45,8605,13057,1881,543,225,5,0,0.61,16,0.3,1.62,0,57,86,0.3,4.17,1,0.26,220,0.42,1.08,0.3,S4,fr,Fr,0.244,0.14,0.2,0.044,S4,0.78
940981,2,0,160,288,50,4,7,421,0,50,39,103,163,36037,608,343,106,2463,125,11741,11493,1535,370,224,5,0,0.66,15,0.78,1.8,0,73.4,72,0.31,3.8,1,0.31,225,0.64,1.02,0.24,S4,fr,Fr,7.608,0.16,5.978,1.63,S4,0.727333556
940986,2,0,189,229,62,8,7,135,0,44,43,104,163,38653,785,373,109,2872,45,9355,14633,1864,431,222,5,0,0.58,15,0.24,1.21,0,49.5,77,0.33,4.15,1,0.23,205,0.55,0.86,0.23,S4,fr,Fr,0.19,0.2,0.145,0.045,S4,0.689655172
940989,2,0,183,316,69,13,7,783,0,50,33,140,163,47817,1010,334,132,3315,45,12865,15748,1748,555,262,5,0,0.72,18,0.25,1.73,0,70.3,86,0.38,5.52,1,0.27,261,0.77,0.89,0.18,S4,fr,Fr,0.502,0.18,0.24,0.262,S4,-0.091666667
940990,2,0,191,371,101,8,16,1145,0,59,60,166,163,55926,1113,312,133,4055,45,10282,25251,2851,813,272,5,0,0.7,21,0.24,1.94,0,53.8,132,0.53,5.83,1,0.31,293,0.87,0.85,0.31,S4,fr,Fr,5.067,0.2,3.262,1.805,S4,0.446658492
940991,2,0,147,447,83,9,14,7614,0,72,16,144,163,43709,921,520,131,3161,101,16492,18403,2087,601,294,104,0,0.89,22,0.69,3.04,0,112.2,125,0.56,6.27,2,0.49,297,0.98,1.11,0.11,S4,fr,Fr,1.363,0.1,1.057,0.306,S4,0.710501419
940992,2,0,230,790,83,19,19,8892,0,78,16,115,163,48659,944,310,121,3686,147,18225,17994,2654,857,238,5,0,0.53,16,0.64,3.43,0,79.2,78,0.36,4.1,1,0.34,212,0.5,0.71,0.07,S4,fr,Fr,0.795,0.14,0.496,0.299,S4,0.397177419
1048002,6,0,209,801,53,9,22,705,0,44,16,68,163,18789,368,89,72,2371,95,12917,16049,2531,1459,221,5,0,0.34,11,0.45,3.83,0,61.8,77,0.25,1.76,1,0.21,90,0.33,0.78,0.08,S3,fr,Fr,0.164,0.32,0.111,0.053,S4,0.522522523
1048003,2,0,253,792,45,13,21,1174,0,50,35,64,163,19507,421,72,83,2483,112,14190,12006,1762,1094,197,5,0,0.33,10,0.44,3.13,0,56.1,47,0.18,1.66,1,0.2,77,0.25,0.64,0.14,S3,fr,Fr,0.228,0.59,0.165,0.063,S4,0.618181818
1048012,2,0,160,378,92,14,7,2208,0,66,47,147,163,40908,827,407,93,2776,45,10835,24030,1653,936,258,5,0,0.58,17,0.28,2.36,0,67.7,150,0.58,5.17,2,0.41,256,0.92,1.02,0.29,S4,fr,Fr,2.071,0.53,1.291,0.78,S4,0.395817196
1048013,2,0,237,528,102,19,19,1739,0,54,47,171,163,41142,886,437,100,3219,140,19807,20546,1336,800,259,5,0,0.42,14,0.59,2.23,0,83.6,87,0.43,3.74,1,0.23,174,0.72,0.69,0.2,S4,fr,Fr,1.169,0.14,0.749,0.42,S4,0.439252336
1048016,2,0,156,439,78,9,19,3549,0,54,64,121,163,46692,682,325,121,2972,45,9660,22570,4070,1035,176,5,0,0.78,19,0.29,2.81,0,61.9,145,0.5,4.37,1,0.35,299,0.78,1.04,0.41,S4,fr,Fr,1.997,0.14,1.228,0.769,S4,0.373778502
1048017,2,0,156,491,72,11,14,5618,0,51,44,115,163,42076,699,354,121,2747,45,11131,18965,2969,714,187,5,0,0.78,18,0.29,3.15,0,71.4,122,0.46,4.48,1,0.33,270,0.74,1.04,0.28,S4,fr,Fr,0.543,0.1,0.235,0.308,S4,-0.310638298
1048018,2,0,112,568,63,8,7,7828,0,51,41,105,163,38500,556,349,121,2307,110,11643,14207,1992,568,18,5,0,1.08,21,0.98,5.07,0,104,127,0.56,4.96,0,0.46,344,0.94,1.46,0.37,S4,fr,Fr,2.483,0.12,1.258,1.225,S4,0.026232114
1048019,2,0,137,826,73,9,18,6510,0,51,35,138,163,40407,776,274,130,2557,194,17054,16580,1882,708,159,5,0,0.95,19,1.42,6.03,0,124.5,121,0.53,5.66,1,0.37,295,1.01,1.19,0.26,S4,fr,Fr,2.448,0.04,0.713,1.735,S4,-1.433380084
1048020,2,0,96,469,59,10,7,2641,0,42,16,73,163,31366,606,312,87,1676,45,8392,11800,1227,466,90,5,0,0.91,17,0.47,4.89,0,87.4,123,0.61,6.31,1,0.44,327,0.76,1.7,0.17,S4,fr,Fr,2.15,0.16,1.101,1.049,S4,0.047229791
1048025,2,0,152,681,43,11,29,8482,0,50,16,98,163,23766,516,201,71,2410,45,9908,11978,2041,762,182,5,0,0.47,16,0.3,4.48,0,65.2,79,0.28,3.39,1,0.33,156,0.64,1.07,0.11,S3,fr,Fr,2.927,0.02,2.439,0.488,S4,0.799917999
1048026,2,0,274,628,108,23,16,3015,0,75,41,207,163,49393,1373,494,133,3888,114,15812,24688,1058,1037,298,100,0,0.49,14,0.42,2.29,0,57.7,90,0.39,5.01,1,0.27,180,0.76,0.59,0.15,S4,fr,Fr,1.073,0.1,0.654,0.419,S4,0.359327217
1048027,2,0,160,734,73,9,18,5104,0,67,67,112,163,37308,741,350,119,2476,45,12387,14677,1849,882,202,5,0,0.74,15,0.28,4.59,0,77.4,92,0.46,4.63,1,0.42,233,0.7,1.02,0.42,S4,fr,Fr,1.806,0.04,1.041,0.765,S4,0.265129683
1048029,2,0,301,735,107,20,7,5838,0,95,16,199,163,58791,1645,570,159,3664,161,20399,23766,1253,911,251,5,0,0.53,12,0.53,2.44,0,67.8,79,0.36,5.47,1,0.32,195,0.66,0.54,0.05,S4,fr,Fr,2.937,0.1,2.141,0.796,S4,0.628211116
1048031,2,0,192,1014,70,17,7,1384,0,58,43,162,163,37266,755,312,125,3073,180,27438,16820,1811,822,296,5,0,0.65,16,0.94,5.28,0,142.9,88,0.36,3.93,2,0.3,194,0.84,0.85,0.22,S4,fr,Fr,0.165,0.3,0.112,0.053,S4,0.526785714
1048032,2,0,242,1245,47,13,17,1691,0,58,16,107,163,25657,555,125,87,2906,163,18487,11563,2060,708,173,5,0,0.36,12,0.67,5.14,0,76.4,48,0.19,2.29,1,0.24,106,0.44,0.67,0.07,S4,fr,Fr,0.369,0.49,0.26,0.109,S4,0.580769231
1048034,2,0,76,766,46,10,7,16712,0,51,16,80,163,37404,777,243,101,1913,131,13168,8840,1744,465,120,5,0,1.33,25,1.72,10.08,0,173.3,116,0.61,10.22,2,0.67,492,1.05,2.14,0.21,S4,fr,Fr,0.181,0.02,0.138,0.043,S4,0.688405797
1048037,2,0,170,838,67,13,19,9352,0,74,16,105,163,43360,746,112,106,3283,135,17205,15154,2566,936,264,5,0,0.62,19,0.79,4.93,0,101.2,89,0.39,4.39,2,0.44,255,0.62,0.96,0.09,S4,fr,Fr,0.162,0.12,0.121,0.041,S4,0.661157025
1048039,2,0,192,521,83,4,7,591,0,58,67,97,163,57990,972,17,161,4591,110,16199,17516,3780,762,211,5,0,0.84,24,0.57,2.71,0,84.4,91,0.43,5.06,1,0.3,302,0.51,0.85,0.35,S3,fr,Fr,0.404,0.49,0.275,0.129,S4,0.530909091
1048040,2,0,188,552,60,9,7,1895,0,55,54,102,163,42423,765,148,125,3025,126,16465,13957,2701,636,143,5,0,0.66,16,0.67,2.94,0,87.6,74,0.32,4.07,1,0.29,226,0.54,0.87,0.29,S3,fr,Fr,0.39,0.04,0.202,0.188,S4,0.069306931
1048045,2,0,198,363,65,4,7,342,0,46,56,93,163,42269,706,253,108,3197,45,10281,16364,1469,609,173,5,0,0.55,16,0.23,1.83,0,51.9,83,0.33,3.57,1,0.23,213,0.47,0.82,0.28,S4,fr,Fr,0.335,0.55,0.235,0.1,S4,0.574468085
1048046,2,0,189,398,82,4,7,414,0,54,45,120,163,46992,851,317,127,3386,45,12065,18780,1602,594,278,5,0,0.67,18,0.24,2.11,0,63.8,99,0.43,4.5,1,0.29,249,0.63,0.86,0.24,S4,fr,Fr,0.173,0.22,0.131,0.042,S4,0.679389313
1048047,2,0,198,512,72,11,7,282,0,48,59,106,163,39201,607,169,108,3486,110,13961,17713,2162,731,228,5,0,0.55,18,0.56,2.59,0,70.5,89,0.36,3.07,1,0.24,198,0.54,0.82,0.3,S4,fr,Fr,0.521,0.2,0.353,0.168,S4,0.52407932
1048050,2,0,202,356,70,4,7,92,0,60,52,113,163,37439,765,205,118,3253,45,12522,18791,1125,565,186,5,0,0.58,16,0.22,1.76,0,62,93,0.35,3.79,1,0.3,185,0.56,0.81,0.26,S4,fr,Fr,0.16,0.18,0.12,0.04,S4,0.666666667
1048051,2,0,198,354,63,4,7,187,0,48,43,115,163,39005,806,293,112,3384,103,12122,16567,1876,595,161,5,0,0.57,17,0.52,1.79,0,61.2,84,0.32,4.07,1,0.24,197,0.58,0.82,0.22,S4,fr,Fr,0.205,0.12,0.158,0.047,S4,0.702531646
1048054,2,0,181,290,60,10,7,1195,0,54,58,120,163,40560,732,267,116,3326,45,12428,17415,1829,574,273,5,0,0.64,18,0.25,1.6,0,68.7,96,0.33,4.04,2,0.3,224,0.66,0.9,0.32,S4,fr,Fr,0.232,0.14,0.181,0.051,S4,0.718232044
1048055,2,0,166,379,89,4,7,887,0,55,52,120,163,36171,566,213,100,3187,45,12721,22111,1843,823,173,5,0,0.6,19,0.27,2.28,0,76.6,133,0.54,3.41,1,0.33,218,0.72,0.98,0.31,S4,fr,Fr,1.437,0.26,1.108,0.329,S4,0.703068592
