Hole_ID,Fe_Zr,Ni_Zr,Co_Zr,Cu_Zr,L1_Niton,L2_Niton,Ox_Niton,Au_Total,MagSus,Au,Au_Tails,Solid_L1,Recovery
839409,262,0.44,0.82,0.28,S4,sp,Ox,0.178,0.18,0.153,0.025,S4,0.836601307
839412,204,0.27,0.8,0.08,S4,sp,Ox,0.243,0.17,0.222,0.021,S4,0.905405405
839414,193,0.36,0.71,0.07,S4,sp,Ox,0.255,0.1,0.234,0.021,S4,0.91025641
839415,142,0.21,0.64,0.06,S4,sp,Ox,0.232,0.25,0.194,0.038,S4,0.804123711
839418,198,0.37,0.85,0.21,S4,sp,Ox,0.275,0.13,0.238,0.037,S4,0.844537815
839426,95,0.11,0.68,0.07,S3,fr,Fr,0.233,0.49,0.169,0.064,S4,0.621301775
839427,109,0.12,0.77,0.08,S3,fr,Fr,0.313,0.28,0.285,0.028,S4,0.901754386
839428,216,0.31,0.86,0.08,S3,fr,Fr,0.201,0.34,0.142,0.059,S4,0.584507042
839429,94,0.11,0.67,0.07,S3,fr,Fr,0.218,0.61,0.157,0.061,S4,0.611464968
839431,252,0.51,1.16,0.24,S4,sp,Ox,1.096,0.27,1.008,0.088,S4,0.912698413
839432,116,0.08,0.53,0.05,S4,sp,Ox,0.411,0.17,0.39,0.021,S4,0.946153846
839433,270,0.52,0.84,0.29,S4,sp,Ox,0.364,0.24,0.319,0.045,S4,0.858934169
839434,239,0.54,0.91,0.09,S4,sp,Ox,0.196,0.34,0.17,0.026,S4,0.847058824
839436,313,0.62,0.97,0.1,S4,sp,Ox,0.219,0.39,0.191,0.028,S4,0.853403141
839439,217,0.43,0.94,0.24,S3,sp,Ox,0.548,0.25,0.474,0.074,S4,0.843881857
839461,226,0.47,0.95,0.09,S4,sr,Tr,0.335,0.24,0.312,0.023,S4,0.926282051
839464,181,0.34,0.94,0.09,S4,sr,Tr,0.169,0.32,0.129,0.04,S4,0.689922481
839474,197,0.41,0.85,0.08,S4,sr,Tr,1.006,0.59,0.94,0.066,S4,0.929787234
839480,92,0.18,0.5,0.05,R,c,R,0.351,1.72,0.329,0.022,R,0.933130699
839481,227,0.36,0.81,0.08,S4,sp,Ox,0.282,0.61,0.232,0.05,S4,0.784482759
839484,243,0.4,0.8,0.08,S4,sp,Ox,0.125,0.52,0.104,0.021,S4,0.798076923
839485,215,0.35,0.71,0.16,S4,sp,Ox,0.16,0.38,0.136,0.024,S4,0.823529412
839496,185,0.24,0.71,0.07,S4,sp,Ox,0.234,0.32,0.209,0.025,S4,0.880382775
839497,191,0.35,0.75,0.15,S4,sp,Ox,0.145,0.31,0.114,0.031,S4,0.728070175
839534,244,0.54,0.94,0.2,S4,sr,Tr,0.143,0.46,0.112,0.031,S4,0.723214286
839536,219,0.34,0.87,0.09,S4,sr,Tr,0.176,0.47,0.144,0.032,S4,0.777777778
839537,254,0.56,0.98,0.2,S4,sr,Tr,0.505,0.47,0.462,0.043,S4,0.906926407
839538,253,0.38,0.98,0.24,S4,sr,Tr,0.273,0.65,0.228,0.045,S4,0.802631579
839541,296,0.48,1.03,0.21,S4,fr,Fr,0.123,0.94,0.1,0.023,S4,0.77
1096166,217,0.66,0.92,0.34,S4,sp,Ox,0.513,0.27,0.483,0.03,S4,0.937888199
1096167,217,0.66,0.92,0.34,S4,sp,Ox,0.394,0.22,0.354,0.04,S4,0.88700565
1096168,217,0.66,0.92,0.34,S4,sp,Ox,0.178,0.28,0.156,0.022,S4,0.858974359
1096169,217,0.66,0.92,0.34,S4,sp,Ox,0.412,0.49,0.382,0.03,S4,0.921465969
1096170,217,0.66,0.92,0.34,S4,sp,Ox,0.494,0.26,0.474,0.02,S4,0.957805907
1096171,217,0.66,0.92,0.34,S4,sp,Ox,0.751,0.32,0.711,0.04,S4,0.94374121
1096172,217,0.66,0.92,0.34,S4,sp,Ox,0.696,0.2,0.646,0.05,S4,0.922600619
1096173,217,0.66,0.92,0.34,S4,sr,Tr,0.5,0.26,0.46,0.04,S4,0.913043478
1096175,217,0.66,0.92,0.34,S4,sr,Tr,0.681,0.34,0.611,0.07,S4,0.885433715
1096176,217,0.66,0.92,0.34,S4,sr,Tr,0.463,0.31,0.403,0.06,S4,0.851116625
1096177,217,0.66,0.92,0.34,S4,sp,Ox,0.185,0.18,0.16,0.025,S4,0.84375
1096178,217,0.66,0.92,0.34,S4,sp,Ox,0.131,0.32,0.109,0.022,S4,0.798165138
1096179,217,0.66,0.92,0.34,S4,sp,Ox,0.609,0.36,0.569,0.04,S4,0.92970123
1096180,217,0.66,0.92,0.34,S4,sp,Ox,0.211,0.52,0.201,0.01,S4,0.950248756
1096182,217,0.66,0.92,0.34,S4,sp,Ox,0.67,0.52,0.65,0.02,S4,0.969230769
1096184,217,0.66,0.92,0.34,S4,sp,Ox,0.135,0.11,0.113,0.022,S4,0.805309735
1096185,217,0.66,0.92,0.34,S4,sp,Ox,0.129,0.62,0.107,0.022,S4,0.794392523
1096186,217,0.66,0.92,0.34,S4,sp,Ox,0.495,0.38,0.475,0.02,S4,0.957894737
1138528,100,0.13,0.84,0.08,S4,sp,Ox,0.552,0.07,0.502,0.05,S4,0.900398406
1138529,124,0.12,0.77,0.17,S4,sp,Ox,0.324,0.12,0.288,0.036,S4,0.875
1138530,203,0.18,1.12,0.11,S4,sp,Ox,1.138,0.12,1.091,0.047,S4,0.956920257
1138531,169,0.32,1.01,0.1,S4,sp,Ox,0.123,0.1,0.102,0.021,S4,0.794117647
1138551,193,0.48,1.44,0.14,S4,sr,Tr,0.146,0.29,0.123,0.023,S4,0.81300813
1138553,209,0.2,1.25,0.12,S4,sr,Tr,0.611,0.32,0.564,0.047,S4,0.916666667
1138554,94,0.3,0.85,0.08,S3,sr,Tr,0.623,0.3,0.598,0.025,S4,0.95819398
1138555,62,0.1,0.61,0.06,S3,sr,Tr,0.265,0.23,0.233,0.032,S4,0.862660944
1138556,175,0.35,2.2,0.22,S3,sr,Tr,1.206,0.01,1.172,0.034,S4,0.970989761
1138557,320,0.84,2.17,0.21,S3,sr,Tr,0.393,0.25,0.39,0.003,S4,0.992307692
1138558,92,0.18,1.12,0.11,S3,sr,Tr,0.154,0.63,0.108,0.046,S4,0.574074074
1138559,206,0.27,1.72,0.17,S4,sr,Tr,1.362,0.02,1.257,0.105,S4,0.91646778
1138560,74,0.13,0.81,0.08,S4,sr,Tr,0.175,0.15,0.135,0.04,S4,0.703703704
1138561,204,0.13,0.79,0.08,S4,sr,Tr,1.993,0.02,1.71,0.283,S4,0.834502924
1138562,450,0.66,1.68,0.49,S4,sr,Tr,1.215,0.3,1.04,0.175,S4,0.831730769
1138563,91,0.23,0.62,0.06,S4,sr,Tr,0.184,0.23,0.143,0.041,S4,0.713286713
1138568,231,0.63,1.31,0.48,S4,fr,Fr,0.551,0,0.213,0.338,S4,-0.58685446
1138569,190,0.31,0.81,0.2,S4,fr,Fr,1.172,0.02,0.77,0.402,S4,0.477922078
1138571,186,0.35,0.7,0.34,S4,fr,Fr,0.772,0.27,0.667,0.105,S4,0.842578711
1138572,125,0.38,0.85,0.08,S4,fr,Fr,0.199,0.23,0.153,0.046,S4,0.699346405
1138573,128,0.29,0.72,0.22,S4,fr,Fr,0.438,0.09,0.352,0.086,S4,0.755681818
1138575,55,0.05,0.32,0.03,R,a,R,0.248,0.05,0.245,0.003,R,0.987755102
1138576,106,0.08,0.53,0.05,R,c,R,1.005,0.4,1.002,0.003,R,0.997005988
1138577,195,0.12,0.77,0.08,S4,sp,Ox,0.21,0.08,0.183,0.027,S4,0.852459016
1138578,229,0.13,0.8,0.2,S4,sp,Ox,0.244,0.21,0.222,0.022,S4,0.900900901
1138579,247,0.13,0.8,0.23,S3,sp,Ox,0.285,0.01,0.233,0.052,S4,0.776824034
1138580,241,0.13,0.84,0.08,S3,sp,Ox,1.004,0.06,0.921,0.083,S4,0.909880565
1138581,252,0.13,0.83,0.18,S3,sp,Ox,1.738,0.21,1.655,0.083,S4,0.949848943
1138582,252,0.13,0.81,0.27,S4,sp,Ox,2.542,0.08,2.539,0.003,S4,0.998818432
1138583,217,0.31,0.83,0.08,S4,sp,Ox,0.624,0.17,0.621,0.003,S4,0.995169082
1138584,239,0.13,0.82,0.08,S4,sp,Ox,0.504,0.11,0.489,0.015,S4,0.969325153
1138586,228,0.14,0.86,0.19,S4,sp,Ox,0.375,0,0.361,0.014,S4,0.961218837
1138587,248,0.14,0.86,0.26,S4,sp,Ox,0.507,0.04,0.477,0.03,S4,0.937106918
1138588,226,0.13,0.84,0.23,S4,sp,Ox,1.369,0.16,1.31,0.059,S4,0.954961832
1138589,177,0.12,0.73,0.19,S3,sp,Ox,0.183,0.11,0.149,0.034,S4,0.771812081
1138590,216,0.13,0.79,0.08,S4,sp,Ox,1.428,0.08,1.341,0.087,S4,0.935123043
1138591,161,0.11,0.71,0.07,S4,sp,Ox,0.305,0.14,0.266,0.039,S4,0.853383459
1138592,280,0.15,0.93,0.24,S4,sp,Ox,1.499,0.2,1.432,0.067,S4,0.953212291
1138593,264,0.37,0.91,0.09,S3,sp,Ox,0.778,0.12,0.727,0.051,S4,0.929848693
1138594,241,0.14,0.87,0.09,S4,sp,Ox,0.17,0.04,0.146,0.024,S4,0.835616438
1138596,229,0.13,0.82,0.18,S4,sp,Ox,0.173,0.16,0.148,0.025,S4,0.831081081
1138597,226,0.14,0.86,0.08,S4,sp,Ox,0.349,0.2,0.322,0.027,S4,0.916149068
1138604,85,0.1,0.6,0.06,S3,sr,Tr,0.18,0.3,0.139,0.041,S4,0.705035971
1138606,135,0.09,0.56,0.06,S4,sr,Tr,0.149,0.4,0.111,0.038,S4,0.657657658
1138607,179,0.11,0.67,0.07,S4,sr,Tr,0.429,0.29,0.415,0.014,S4,0.96626506
1138608,196,0.13,0.8,0.08,S4,sr,Tr,0.607,0.01,0.586,0.021,S4,0.964163823
1138609,215,0.12,0.77,0.23,S4,sr,Tr,1.551,0.02,1.49,0.061,S4,0.959060403
1138610,233,0.13,0.84,0.18,S4,sr,Tr,0.246,0.24,0.198,0.048,S4,0.757575758
1138611,191,0.13,0.82,0.08,S4,sr,Tr,0.232,0.02,0.219,0.013,S4,0.940639269
1138612,220,0.12,0.77,0.08,S4,sr,Tr,0.372,0.23,0.334,0.038,S4,0.886227545
1138616,161,0.12,0.73,0.07,S4,sr,Tr,0.435,0.28,0.409,0.026,S4,0.936430318
1138617,156,0.11,0.7,0.14,S4,sr,Tr,0.369,0.86,0.32,0.049,S4,0.846875
1138619,227,0.13,0.79,0.08,S4,sr,Tr,1.201,0.02,1.119,0.082,S4,0.926720286
1138620,186,0.12,0.76,0.07,S4,sr,Tr,0.326,0.39,0.266,0.06,S4,0.77443609
1138621,226,0.13,0.8,0.08,S4,sr,Tr,0.146,0.43,0.107,0.039,S4,0.635514019
1138624,233,0.13,0.84,0.08,S4,sr,Tr,0.468,0.29,0.429,0.039,S4,0.909090909
1138627,193,0.14,0.86,0.08,S4,fr,Fr,0.276,0.4,0.263,0.013,S4,0.950570342
1138628,185,0.12,0.75,0.07,S4,fr,Fr,0.496,0.02,0.438,0.058,S4,0.867579909
1138629,250,0.16,0.99,0.1,R,c,R,0.125,0.43,0.113,0.012,R,0.89380531
1138630,273,0.1,0.65,0.14,S4,sp,Ox,0.139,0.21,0.121,0.018,R,0.851239669
1138642,114,0.1,0.62,0.06,S3,sp,Ox,1.279,0.1,1.231,0.048,S4,0.961007311
1138646,213,0.11,0.7,0.07,S4,sp,Ox,2.205,0.21,2.131,0.074,S4,0.965274519
1138647,150,0.1,0.64,0.06,S4,sp,Ox,0.36,0.22,0.332,0.028,S4,0.915662651
1138648,227,0.16,1.02,0.1,S4,sp,Ox,3.245,0.67,3.117,0.128,S4,0.958934873
1138649,251,0.13,0.84,0.23,S4,sp,Ox,1.147,0.28,1.01,0.137,S4,0.864356436
1138650,291,0.14,0.87,0.22,S4,sp,Ox,0.527,0.3,0.454,0.073,S4,0.839207048
1138656,148,0.11,0.66,0.07,S3,sp,Ox,0.439,0.35,0.387,0.052,S4,0.865633075
1138660,171,0.13,0.8,0.17,S4,sp,Ox,0.204,0.26,0.177,0.027,S4,0.847457627
1138662,222,0.14,0.86,0.21,S3,sp,Ox,0.215,0.36,0.178,0.037,S4,0.792134831
1138665,195,0.1,0.65,0.06,S4,sp,Ox,0.144,0.24,0.113,0.031,S4,0.725663717
1138667,202,0.17,1.08,0.11,S4,sr,Tr,0.689,0.63,0.657,0.032,S4,0.95129376
1138668,240,0.13,0.82,0.21,S4,sr,Tr,2.392,0.37,2.297,0.095,S4,0.958641707
1138669,213,0.15,0.94,0.09,S4,sr,Tr,0.155,0.54,0.132,0.023,S4,0.825757576
1138670,236,0.22,1.38,0.14,S4,sr,Tr,0.566,1.28,0.536,0.03,S4,0.944029851
1138671,224,0.15,0.97,0.1,S4,sr,Tr,0.215,0.41,0.188,0.027,S4,0.856382979
1138672,203,0.15,0.93,0.09,S4,sr,Tr,1.288,0.4,1.235,0.053,S4,0.95708502
1138674,191,0.13,0.81,0.08,S4,sr,Tr,0.152,0.63,0.113,0.039,S4,0.654867257
1138675,194,0.13,0.8,0.08,S4,sr,Tr,0.232,0.7,0.213,0.019,S4,0.910798122
1138678,118,0.09,0.59,0.06,S4,sr,Tr,0.155,0.19,0.116,0.039,S4,0.663793103
1138679,147,0.1,0.64,0.06,S4,sr,Tr,0.155,0.19,0.116,0.039,S4,0.663793103
1138683,220,0.11,0.71,0.07,S4,sp,Ox,1.146,0.8,1.08,0.066,S4,0.938888889
1138685,264,0.13,0.81,0.18,S4,sp,Ox,0.693,0.27,0.625,0.068,S4,0.8912
1138686,324,0.13,0.8,0.08,S4,sp,Ox,0.347,0.2,0.314,0.033,S4,0.894904459
1138687,237,0.11,0.7,0.14,S4,sp,Ox,0.273,0.14,0.247,0.026,S4,0.894736842
1138688,236,0.12,0.72,0.18,S4,sp,Ox,0.679,0.19,0.627,0.052,S4,0.917065391
1138689,171,0.1,0.63,0.06,S3,sp,Ox,0.229,0.05,0.191,0.038,S4,0.80104712
1138690,101,0.08,0.52,0.05,S3,sp,Ox,0.147,0.15,0.116,0.031,S4,0.732758621
1138692,117,0.08,0.51,0.05,S3,sp,Ox,0.154,0.04,0.122,0.032,S4,0.737704918
1138694,116,0.09,0.55,0.05,S3,sp,Ox,0.286,0.14,0.254,0.032,S4,0.874015748
1138696,162,0.1,0.64,0.06,S3,sp,Ox,0.371,0.13,0.33,0.041,S4,0.875757576
1138697,224,0.11,0.71,0.07,S3,sp,Ox,1.016,0.1,0.953,0.063,S4,0.93389297
1138700,216,0.11,1.48,0.07,S4,sp,Ox,0.287,0.23,0.227,0.06,S4,0.735682819
1138702,301,0.14,0.86,0.21,S4,sp,Ox,0.592,0.23,0.543,0.049,S4,0.909760589
1138705,222,0.12,0.77,0.21,S3,sp,Ox,0.243,0.27,0.219,0.024,S4,0.890410959
1138707,110,0.09,0.58,0.06,S3,sp,Ox,0.216,0.23,0.179,0.037,S4,0.793296089
1138708,198,0.13,0.8,0.08,S3,sp,Ox,0.134,0.09,0.104,0.03,S4,0.711538462
1138712,320,0.16,0.98,0.27,S4,sr,Tr,0.299,0.19,0.239,0.06,S4,0.748953975
1138713,300,0.14,1.88,0.26,S4,sr,Tr,0.151,0.22,0.128,0.023,S4,0.8203125
1138717,190,0.28,0.78,0.08,S4,sr,Tr,1.226,0.47,1.167,0.059,S4,0.949443016
1138718,158,0.14,0.85,0.08,S4,sr,Tr,0.142,0.67,0.12,0.022,S4,0.816666667
1138721,180,0.14,0.85,0.08,S4,sr,Tr,1.195,0.64,1.154,0.041,S4,0.964471404
1138722,172,0.12,0.75,0.07,S4,sr,Tr,0.189,0.52,0.148,0.041,S4,0.722972973
1138735,204,0.1,0.64,0.21,R,c,R,0.578,0.05,0.548,0.03,R,0.945255474
1138736,233,0.13,0.81,0.08,R,c,R,0.292,0.17,0.282,0.01,R,0.964539007
1138737,250,0.11,0.69,0.14,S4,sp,Ox,0.354,0.21,0.324,0.03,S4,0.907407407
1138738,222,0.11,0.67,0.16,S4,sp,Ox,0.129,0.21,0.107,0.022,S4,0.794392523
1138740,130,0.11,0.69,0.07,S4,sp,Ox,0.715,0.21,0.665,0.05,S4,0.92481203
1138741,201,0.12,0.74,0.07,S4,sp,Ox,0.697,0.26,0.647,0.05,S4,0.922720247
1138742,189,0.16,1.01,0.1,S4,sp,Ox,0.229,0.29,0.219,0.01,S4,0.9543379
1138743,200,0.12,0.75,0.07,S4,sp,Ox,0.459,0.2,0.419,0.04,S4,0.904534606
1138744,172,0.11,0.68,0.07,S4,sp,Ox,0.169,0.14,0.145,0.024,S4,0.834482759
1138748,208,0.13,0.8,0.08,S4,sp,Ox,0.613,0.04,0.573,0.04,S4,0.930191972
1138749,226,0.12,0.77,0.21,S4,sp,Ox,0.534,0.18,0.514,0.02,S4,0.961089494
1138750,200,0.11,0.66,0.07,S3,sp,Ox,0.131,0.22,0.101,0.03,S4,0.702970297
1138754,217,0.14,0.89,0.17,S4,sp,Ox,0.209,0.23,0.206,0.003,S4,0.985436893
1138755,205,0.13,0.82,0.08,S4,sp,Ox,0.218,0.18,0.215,0.003,S4,0.986046512
1138756,213,0.13,0.81,0.08,S4,sp,Ox,0.126,0.18,0.105,0.021,S4,0.8
1138757,214,0.14,0.87,0.17,S4,sp,Ox,0.456,0.23,0.436,0.02,S4,0.95412844
1138767,175,0.13,0.8,0.23,S4,sr,Tr,1.067,0.17,0.957,0.11,S4,0.885057471
1138768,240,0.14,0.88,0.09,S4,sr,Tr,0.261,0.61,0.221,0.04,S4,0.819004525
1138770,167,0.13,0.83,0.08,S4,sr,Tr,1.17,0.19,1.14,0.03,S4,0.973684211
1138771,241,0.15,0.92,0.09,S4,sr,Tr,0.776,0.35,0.736,0.04,S4,0.945652174
1138772,102,0.13,0.82,0.08,S4,sr,Tr,0.153,0.41,0.13,0.023,S4,0.823076923
1138774,246,0.17,1.09,0.11,S4,sr,Tr,0.188,0.86,0.147,0.041,S4,0.721088435
1138779,268,0.14,0.88,0.09,S4,sr,Tr,0.354,0.21,0.314,0.04,S4,0.872611465
1138780,250,0.14,0.88,0.18,S4,sr,Tr,0.236,0.38,0.193,0.043,S4,0.777202073
1138782,387,0.15,0.94,0.36,S4,sr,Tr,0.153,0.4,0.114,0.039,S4,0.657894737
1138787,218,0.12,0.78,0.08,S4,sr,Tr,0.41,0.68,0.39,0.02,S4,0.948717949
1138788,263,0.15,0.94,0.09,S4,fr,Fr,0.374,0.83,0.322,0.052,S4,0.838509317
1138792,196,0.13,0.79,0.08,S4,fr,Fr,0.357,0.85,0.322,0.035,S4,0.891304348
1138793,154,0.08,0.5,0.05,R,a,R,0.275,0.21,0.239,0.036,R,0.849372385
1138794,379,0.25,0.71,0.2,R,c,R,0.27,0.21,0.226,0.044,R,0.805309735
1138796,235,0.13,0.78,0.08,S4,sp,Ox,1.569,0.42,1.485,0.084,S4,0.943434343
1138797,199,0.14,0.87,0.09,S4,sp,Ox,0.481,0.35,0.427,0.054,S4,0.8735363
1138798,213,0.12,0.74,0.07,S4,sp,Ox,1.114,0.2,0.995,0.119,S4,0.88040201
1138799,183,0.11,0.71,0.07,S4,sp,Ox,0.38,0.11,0.331,0.049,S4,0.851963746
1138800,213,0.13,0.84,0.08,S4,sp,Ox,0.289,0.15,0.26,0.029,S4,0.888461538
1138802,208,0.13,0.8,0.08,S4,sp,Ox,0.305,0.15,0.279,0.026,S4,0.906810036
1138805,197,0.25,0.78,0.08,S4,sp,Ox,0.132,0.07,0.11,0.022,S4,0.8
1138806,191,0.13,0.79,0.08,S4,sp,Ox,0.411,0.21,0.361,0.05,S4,0.861495845
1138807,231,0.14,0.87,0.18,S4,sp,Ox,0.526,0.28,0.468,0.058,S4,0.876068376
1138808,222,0.14,0.87,0.09,S4,sp,Ox,0.377,0.24,0.331,0.046,S4,0.86102719
1138809,108,0.11,0.71,0.07,S4,sp,Ox,0.224,0.04,0.203,0.021,S4,0.896551724
1138810,161,0.12,0.77,0.08,S4,sp,Ox,1.311,0.21,1.231,0.08,S4,0.935012185
1138811,201,0.12,0.77,0.08,S4,sp,Ox,0.344,0.16,0.316,0.028,S4,0.911392405
1138812,196,0.13,0.84,0.08,S4,sp,Ox,0.165,0.24,0.141,0.024,S4,0.829787234
1138813,178,0.13,0.8,0.08,S4,sp,Ox,0.446,0.23,0.413,0.033,S4,0.920096852
1138814,204,0.12,0.76,0.07,S4,sp,Ox,0.219,0.52,0.191,0.028,S4,0.853403141
1138815,168,0.24,0.72,0.07,S4,sp,Ox,0.335,0.3,0.305,0.03,S4,0.901639344
1138816,182,0.13,0.83,0.08,S4,sp,Ox,0.439,0.14,0.419,0.02,S4,0.952267303
1138817,186,0.13,0.82,0.08,S4,sp,Ox,0.148,0.39,0.125,0.023,S4,0.816
1138818,220,0.13,0.82,0.2,S4,sp,Ox,0.342,0.26,0.307,0.035,S4,0.885993485
1138820,140,0.1,0.65,0.06,S4,sp,Ox,0.301,0.24,0.298,0.003,S4,0.989932886
1138821,165,0.13,0.82,0.17,S4,sp,Ox,0.398,0.37,0.352,0.046,S4,0.869318182
1138824,154,0.14,0.87,0.2,S4,sr,Tr,0.208,0.42,0.181,0.027,S4,0.850828729
1138825,168,0.13,0.8,0.08,S4,sr,Tr,0.305,0.19,0.274,0.031,S4,0.886861314
1138828,170,0.13,0.82,0.08,S4,sr,Tr,0.157,0.26,0.134,0.023,S4,0.828358209
1138833,161,0.13,0.81,0.08,S4,sr,Tr,0.142,0.3,0.12,0.022,S4,0.816666667
1138834,218,0.13,0.83,0.08,S4,sr,Tr,0.76,0.39,0.679,0.081,S4,0.880706922
1138836,211,0.14,0.86,0.08,S4,sr,Tr,0.245,0.32,0.207,0.038,S4,0.816425121
1138837,167,0.12,0.75,0.07,S4,sr,Tr,0.873,0.23,0.809,0.064,S4,0.920889988
1138841,228,0.14,0.87,0.18,S4,sr,Tr,0.204,0.12,0.201,0.003,S4,0.985074627
1138846,207,0.13,0.8,0.23,S4,fr,Fr,0.462,0.22,0.413,0.049,S4,0.881355932
879918,164,0.36,0.78,0.08,S4,sr,Tr,0.316,0.11,0.246,0.07,S4,0.715447154
879940,243,0.52,1.05,0.48,S4,sr,Tr,0.151,0.05,0.112,0.039,S4,0.651785714
879962,81,0.11,0.33,0.03,R,a,R,0.61,0,0.578,0.032,R,0.944636678
879976,255,0.35,0.93,0.2,S4,sr,Tr,0.617,0.11,0.536,0.081,S4,0.848880597
879986,205,0.12,0.78,0.08,S4,sr,Tr,0.18,0.11,0.14,0.04,S4,0.714285714
879988,217,0.16,1.03,0.1,S4,sr,Tr,0.164,0.06,0.124,0.04,S4,0.677419355
879990,180,0.3,0.8,0.08,S4,sr,Tr,0.168,0.08,0.128,0.04,S4,0.6875
879992,262,0.38,0.89,0.09,S4,sr,Tr,0.859,4.85,0.698,0.161,S4,0.769340974
879993,351,0.67,1.09,0.21,S4,sr,Tr,0.227,0.68,0.185,0.042,S4,0.772972973
879997,236,0.49,0.98,0.1,S4,sr,Tr,0.164,0.35,0.124,0.04,S4,0.677419355
880090,286,0.35,0.84,0.26,R,c,R,0.163,0,0.148,0.015,R,0.898648649
880091,218,0.36,0.77,0.08,S4,sp,Ox,0.263,2.72,0.215,0.048,S4,0.776744186
880093,249,0.44,0.83,0.23,S4,sp,Ox,0.439,0.18,0.343,0.096,S4,0.720116618
880094,231,0.41,0.91,0.18,S4,sp,Ox,0.175,2.46,0.15,0.025,S4,0.833333333
880096,259,0.51,0.93,0.2,S4,sr,Tr,0.141,0.1,0.119,0.022,S4,0.81512605
880097,248,0.4,0.9,0.19,S4,sr,Tr,0.46,1.78,0.387,0.073,S4,0.811369509
880099,250,0.14,0.87,0.09,S4,sr,Tr,0.188,0.23,0.163,0.025,S4,0.846625767
880102,208,0.44,0.84,0.08,S4,sr,Tr,0.157,0.72,0.134,0.023,S4,0.828358209
880110,291,0.59,1.72,0.17,S4,sr,Tr,0.177,0.45,0.129,0.048,S4,0.627906977
880181,122,0.24,0.57,0.06,S3,sp,Ox,0.136,0.55,0.114,0.022,S4,0.807017544
880182,179,0.4,0.82,0.08,S4,sp,Ox,0.358,0.73,0.329,0.029,S4,0.911854103
880184,252,0.56,0.91,0.09,S4,sp,Ox,0.255,0.48,0.231,0.024,S4,0.896103896
880298,225,0.44,0.88,0.09,S4,sp,Ox,0.653,0.48,0.607,0.046,S4,0.924217463
880300,217,0.48,0.91,0.09,S4,sp,Ox,0.301,1.59,0.273,0.028,S4,0.897435897
880301,199,0.38,0.93,0.09,S4,sr,Tr,0.167,0.43,0.143,0.024,S4,0.832167832
880302,218,0.42,1.13,0.29,S4,sr,Tr,0.217,0.03,0.19,0.027,S4,0.857894737
880304,137,0.13,0.84,0.08,S4,sr,Tr,0.184,0.3,0.159,0.025,S4,0.842767296
880306,229,0.44,0.84,0.19,S4,sr,Tr,0.181,0.11,0.156,0.025,S4,0.83974359
880312,188,0.63,1.42,0.14,I2,fr,Fr,0.152,0.25,0.128,0.024,I2,0.8125
1104174,217,0.66,0.92,0.34,S4,fr,Fr,7.169,0.49,7.04,0.129,S4,0.981676136
1104177,217,0.66,0.92,0.34,S3,fr,Fr,4.665,1.27,4.525,0.14,S4,0.969060773
880548,201,0.42,1.08,0.11,S4,sr,Tr,0.162,0.03,0.122,0.04,S4,0.672131148
880549,139,0.27,0.75,0.07,S4,sr,Tr,0.385,0.05,0.34,0.045,S4,0.867647059
880550,106,0.11,0.7,0.07,S4,sr,Tr,0.389,0.38,0.344,0.045,S4,0.869186047
940334,158,0.25,0.5,0.19,S4,sp,Ox,0.189,0,0.163,0.026,S4,0.840490798
940336,222,0.45,0.72,0.3,S4,sp,Ox,0.236,0.16,0.211,0.025,S4,0.881516588
940338,183,0.49,0.8,0.27,S3,sp,Ox,1.613,0.62,1.582,0.031,S4,0.980404551
940339,86,0.09,0.58,0.12,S3,sp,Ox,0.501,0.15,0.48,0.021,S4,0.95625
940392,255,0.63,0.96,0.27,S4,fr,Fr,0.17,0.15,0.128,0.042,S4,0.671875
940395,289,0.49,0.92,0.37,S4,fr,Fr,0.696,1.46,0.357,0.339,S4,0.050420168
940440,283,0.58,1.03,0.36,S4,sr,Tr,0.2,0.03,0.159,0.041,S4,0.742138365
940464,558,0.46,2.91,0.29,S4,fr,Fr,0.36,0.06,0.211,0.149,S4,0.293838863
940471,140,0.1,0.62,0.06,S3,fr,Fr,0.392,0.02,0.203,0.189,S4,0.068965517
940479,176,0.39,0.95,0.09,S4,fr,Fr,0.185,0.02,0.129,0.056,S4,0.565891473
940480,194,0.81,1.63,0.16,S4,fr,Fr,0.221,0.02,0.172,0.049,S4,0.715116279
940481,377,0.81,2.17,0.21,S4,fr,Fr,0.52,0.02,0.371,0.149,S4,0.598382749
940482,279,0.77,1.16,0.24,S4,fr,Fr,0.431,0.04,0.312,0.119,S4,0.618589744
940486,179,0.42,0.98,0.1,S3,fr,Fr,0.154,0.04,0.103,0.051,S4,0.504854369
940489,370,0.53,1.51,0.36,S4,fr,Fr,0.169,0.1,0.127,0.042,S4,0.669291339
940506,533,0.28,1.73,0.52,R,c,R,0.175,0,0.154,0.021,R,0.863636364
940507,251,0.53,0.97,0.28,S4,sp,Ox,0.412,0.1,0.402,0.01,S4,0.975124378
940532,214,0.59,0.99,0.24,S4,sr,Tr,0.163,0.15,0.123,0.04,S4,0.674796748
940549,209,0.58,1.08,0.34,S4,fr,Fr,0.192,0.13,0.147,0.045,S4,0.693877551
940551,211,0.52,1.06,0.26,S4,fr,Fr,0.195,0.1,0.15,0.045,S4,0.7
940555,200,0.52,0.77,0.22,S4,fr,Fr,0.149,0.16,0.11,0.039,S4,0.645454545
